age,sex,race_ethnicity,household_income,n
75,2,5,above_median,1
75,2,5,below_median,1
76,1,1,above_median,1
76,1,1,below_median,1
76,1,2,above_median,1
76,1,2,below_median,1
76,1,3,above_median,1
76,1,3,below_median,1
76,1,4,above_median,1
76,1,4,below_median,1
76,1,5,above_median,1
76,1,5,below_median,1
76,2,1,above_median,1
76,2,1,below_median,1
76,2,2,above_median,1
76,2,2,below_median,1
76,2,3,above_median,1
76,2,3,below_median,1
76,2,4,above_median,1
76,2,4,below_median,1
76,2,5,above_median,1
76,2,5,below_median,1
77,1,1,above_median,1
77,1,1,below_median,1
77,1,2,above_median,1
77,1,2,below_median,1
77,1,3,above_median,1
77,1,3,below_median,1
77,1,4,above_median,1
77,1,4,below_median,1
77,1,5,above_median,1
77,1,5,below_median,1
77,2,1,above_median,1
77,2,1,below_median,1
77,2,2,above_median,1
77,2,2,below_median,1
77,2,3,above_median,1
77,2,3,below_median,1
77,2,4,above_median,1
77,2,4,below_median,1
77,2,5,above_median,1
77,2,5,below_median,1
78,1,1,above_median,1
78,1,1,below_median,1
78,1,2,above_median,1
78,1,2,below_median,1
78,1,3,above_median,1
78,1,3,below_median,1
78,1,4,above_median,1
78,1,4,below_median,1
78,1,5,above_median,1
78,1,5,below_median,1
78,2,1,above_median,1
78,2,1,below_median,1
78,2,2,above_median,1
78,2,2,below_median,1
78,2,3,above_median,1
78,2,3,below_median,1
78,2,4,above_median,1
78,2,4,below_median,1
78,2,5,above_median,1
78,2,5,below_median,1
79,1,1,above_median,1
79,1,1,below_median,1
79,1,2,above_median,1
79,1,2,below_median,1
79,1,3,above_median,1
79,1,3,below_median,1
79,1,4,above_median,1
79,1,4,below_median,1
79,1,5,above_median,1
79,1,5,below_median,1
79,2,1,above_median,1
79,2,1,below_median,1
79,2,2,above_median,1
79,2,2,below_median,1
79,2,3,above_median,1
79,2,3,below_median,1
79,2,4,above_median,1
79,2,4,below_median,1
79,2,5,above_median,1
79,2,5,below_median,1
80,1,1,above_median,1
80,1,1,below_median,1
80,1,2,above_median,1
80,1,2,below_median,1
80,1,3,above_median,1
80,1,3,below_median,1
80,1,4,above_median,1
80,1,4,below_median,1
80,1,5,above_median,1
80,1,5,below_median,1
80,2,1,above_median,1
80,2,1,below_median,1
80,2,2,above_median,1
80,2,2,below_median,1
80,2,3,above_median,1
80,2,3,below_median,1
80,2,4,above_median,1
80,2,4,below_median,1
80,2,5,above_median,1
80,2,5,below_median,1
81,1,1,above_median,1
81,1,1,below_median,1
81,1,2,above_median,1
81,1,2,below_median,1
81,1,3,above_median,1
81,1,3,below_median,1
81,1,4,above_median,1
81,1,4,below_median,1
81,1,5,above_median,1
81,1,5,below_median,1
81,2,1,above_median,1
81,2,1,below_median,1
81,2,2,above_median,1
81,2,2,below_median,1
81,2,3,above_median,1
81,2,3,below_median,1
81,2,4,above_median,1
81,2,4,below_median,1
81,2,5,above_median,1
81,2,5,below_median,1
82,1,1,above_median,1
82,1,1,below_median,1
82,1,2,above_median,1
82,1,2,below_median,1
82,1,3,above_median,1
82,1,3,below_median,1
82,1,4,above_median,1
82,1,4,below_median,1
82,1,5,above_median,1
82,1,5,below_median,1
82,2,1,above_median,1
82,2,1,below_median,1
82,2,2,above_median,1
82,2,2,below_median,1
82,2,3,above_median,1
82,2,3,below_median,1
82,2,4,above_median,1
82,2,4,below_median,1
82,2,5,above_median,1
82,2,5,below_median,1
83,1,1,above_median,1
83,1,1,below_median,1
83,1,2,above_median,1
83,1,2,below_median,1
83,1,3,above_median,1
83,1,3,below_median,1
83,1,4,above_median,1
83,1,4,below_median,1
83,1,5,above_median,1
83,1,5,below_median,1
83,2,1,above_median,1
83,2,1,below_median,1
83,2,2,above_median,1
83,2,2,below_median,1
83,2,3,above_median,1
83,2,3,below_median,1
83,2,4,above_median,1
83,2,4,below_median,1
83,2,5,above_median,1
83,2,5,below_median,1
84,1,1,above_median,1
84,1,1,below_median,1
84,1,2,above_median,1
84,1,2,below_median,1
84,1,3,above_median,1
84,1,3,below_median,1
84,1,4,above_median,1
84,1,4,below_median,1
84,1,5,above_median,1
84,1,5,below_median,1
84,2,1,above_median,1
84,2,1,below_median,1
84,2,2,above_median,1
84,2,2,below_median,1
84,2,3,above_median,1
84,2,3,below_median,1
84,2,4,above_median,1
84,2,4,below_median,1
84,2,5,above_median,1
84,2,5,below_median,1
85,1,1,above_median,1
85,1,1,below_median,1
85,1,2,above_median,1
85,1,2,below_median,1
85,1,3,above_median,1
85,1,3,below_median,1
85,1,4,above_median,1
85,1,4,below_median,1
85,1,5,above_median,1
85,1,5,below_median,1
85,2,1,above_median,1
85,2,1,below_median,1
85,2,2,above_median,1
85,2,2,below_median,1
85,2,3,above_median,1
85,2,3,below_median,1
85,2,4,above_median,1
85,2,4,below_median,1
85,2,5,above_median,1
85,2,5,below_median,1
86,1,1,above_median,1
86,1,1,below_median,1
86,1,2,above_median,1
86,1,2,below_median,1
86,1,3,above_median,1
86,1,3,below_median,1
86,1,4,above_median,1
86,1,4,below_median,1
86,1,5,above_median,1
86,1,5,below_median,1
86,2,1,above_median,1
86,2,1,below_median,1
86,2,2,above_median,1
86,2,2,below_median,1
86,2,3,above_median,1
86,2,3,below_median,1
86,2,4,above_median,1
86,2,4,below_median,1
86,2,5,above_median,1
86,2,5,below_median,1
87,1,1,above_median,1
87,1,1,below_median,1
87,1,2,above_median,1
87,1,2,below_median,1
87,1,3,above_median,1
87,1,3,below_median,1
87,1,4,above_median,1
87,1,4,below_median,1
87,1,5,above_median,1
87,1,5,below_median,1
87,2,1,above_median,1
87,2,1,below_median,1
87,2,2,above_median,1
87,2,2,below_median,1
87,2,3,above_median,1
87,2,3,below_median,1
87,2,4,above_median,1
87,2,4,below_median,1
87,2,5,above_median,1
87,2,5,below_median,1
88,1,1,above_median,1
88,1,1,below_median,1
88,1,2,above_median,1
88,1,2,below_median,1
88,1,3,above_median,1
88,1,3,below_median,1
88,1,4,above_median,1
88,1,4,below_median,1
88,1,5,above_median,1
88,1,5,below_median,1
88,2,1,above_median,1
88,2,1,below_median,1
88,2,2,above_median,1
88,2,2,below_median,1
88,2,3,above_median,1
88,2,3,below_median,1
88,2,4,above_median,1
88,2,4,below_median,1
88,2,5,above_median,1
88,2,5,below_median,1
89,1,1,above_median,1
89,1,1,below_median,1
89,1,2,above_median,1
89,1,2,below_median,1
89,1,3,above_median,1
89,1,3,below_median,1
89,1,4,above_median,1
89,1,4,below_median,1
89,1,5,above_median,1
89,1,5,below_median,1
89,2,1,above_median,1
89,2,1,below_median,1
89,2,2,above_median,1
89,2,2,below_median,1
89,2,3,above_median,1
89,2,3,below_median,1
89,2,4,above_median,1
89,2,4,below_median,1
89,2,5,above_median,1
89,2,5,below_median,1
90,1,1,above_median,1
90,1,1,below_median,1
90,1,2,above_median,1
90,1,2,below_median,1
90,1,3,above_median,1
90,1,3,below_median,1
90,1,4,above_median,1
90,1,4,below_median,1
90,1,5,above_median,1
90,1,5,below_median,1
90,2,1,above_median,1
90,2,1,below_median,1
90,2,2,above_median,1
90,2,2,below_median,1
90,2,3,above_median,1
90,2,3,below_median,1
90,2,4,above_median,1
90,2,4,below_median,1
90,2,5,above_median,1
90,2,5,below_median,1
91,1,1,above_median,1
91,1,1,below_median,1
91,1,2,above_median,1
91,1,2,below_median,1
91,1,3,above_median,1
91,1,3,below_median,1
91,1,4,above_median,1
91,1,4,below_median,1
91,1,5,above_median,1
91,1,5,below_median,1
91,2,1,above_median,1
91,2,1,below_median,1
91,2,2,above_median,1
91,2,2,below_median,1
91,2,3,above_median,1
91,2,3,below_median,1
91,2,4,above_median,1
91,2,4,below_median,1
91,2,5,above_median,1
91,2,5,below_median,1
92,1,1,above_median,1
92,1,1,below_median,1
92,1,2,above_median,1
92,1,2,below_median,1
92,1,3,above_median,1
92,1,3,below_median,1
92,1,4,above_median,1
92,1,4,below_median,1
92,1,5,above_median,1
92,1,5,below_median,1
92,2,1,above_median,1
92,2,1,below_median,1
92,2,2,above_median,1
92,2,2,below_median,1
92,2,3,above_median,1
92,2,3,below_median,1
92,2,4,above_median,1
92,2,4,below_median,1
92,2,5,above_median,1
92,2,5,below_median,1
93,1,1,above_median,1
93,1,1,below_median,1
93,1,2,above_median,1
93,1,2,below_median,1
93,1,3,above_median,1
93,1,3,below_median,1
93,1,4,above_median,1
93,1,4,below_median,1
93,1,5,above_median,1
93,1,5,below_median,1
93,2,1,above_median,1
93,2,1,below_median,1
93,2,2,above_median,1
93,2,2,below_median,1
93,2,3,above_median,1
93,2,3,below_median,1
93,2,4,above_median,1
93,2,4,below_median,1
93,2,5,above_median,1
93,2,5,below_median,1
94,1,1,above_median,1
94,1,1,below_median,1
94,1,2,above_median,1
94,1,2,below_median,1
94,1,3,above_median,1
94,1,3,below_median,1
94,1,4,above_median,1
94,1,4,below_median,1
94,1,5,above_median,1
94,1,5,below_median,1
94,2,1,above_median,1
94,2,1,below_median,1
94,2,2,above_median,1
94,2,2,below_median,1
94,2,3,above_median,1
94,2,3,below_median,1
94,2,4,above_median,1
94,2,4,below_median,1
94,2,5,above_median,1
94,2,5,below_median,1
95,1,1,above_median,1
95,1,1,below_median,1
95,1,2,above_median,1
95,1,2,below_median,1
95,1,3,above_median,1
95,1,3,below_median,1
95,1,4,above_median,1
95,1,4,below_median,1
95,1,5,above_median,1
95,1,5,below_median,1
95,2,1,above_median,1
95,2,1,below_median,1
95,2,2,above_median,1
95,2,2,below_median,1
95,2,3,above_median,1
95,2,3,below_median,1
95,2,4,above_median,1
95,2,4,below_median,1
95,2,5,above_median,1
95,2,5,below_median,1
96,1,1,above_median,1
96,1,1,below_median,1
96,1,2,below_median,1
96,1,4,above_median,1
96,1,4,below_median,1
96,1,5,above_median,1
96,1,5,below_median,1
96,2,1,above_median,1
96,2,1,below_median,1
96,2,2,above_median,1
96,2,2,below_median,1
96,2,4,above_median,1
96,2,4,below_median,1
96,2,5,above_median,1
96,2,5,below_median,1
97,1,1,above_median,1
97,1,1,below_median,1
97,1,2,above_median,1
97,1,4,above_median,1
97,1,4,below_median,1
97,1,5,above_median,1
97,1,5,below_median,1
97,2,1,above_median,1
97,2,1,below_median,1
97,2,4,above_median,1
97,2,4,below_median,1
